Date,Open ,High,Low ,Close_Price,Active_Adresses,Age_Destroyed,Network_Profit_Loss,NVT_Ratio,Realized_Value,Token_Age_Consumed,Token_Circulation,Velocity,Whale_Transaction_Count_100K,Exchange_Balance,Dev_Activity,Mean_Age,Mean_Dollar_Invested,Exchange_Percentage_Of_Supply,Exchange_In_Out_Flow,Exchange_Inflow,Exchange_Outflow,Transaction_Volume,Transaction_Volume_Loss,Transaction_Volume_Profit,Transaction_Volume_Profit_Loss,MVRV_Ratio,HoldersDistr_0.001_0.01,HoldersDistr_0.01_0.1,HoldersDistr_0.1_1,HoldersDistr_1_10,HoldersDistr_10_100,HoldersDistr_100_1K,HoldersDistr_1K_10K,HoldersDistr_10K_100K,HoldersDistr_100K_1M,HoldersDistr_Total
2014-07-07,635.463,637.157,617.007,624.086,185947,2417369.365,1009088.733,135.7345852,4525141995,2417369.365,12992297.82,4.369174344,560,410.5133279,58,537.3585517,144.7452674,0.581814377,410.5133279,24578.76982,24168.25649,418210.3937,211800.6011,127591.7628,0.602414545,1.803663643,453689,567402,281485,206914,99511,13341,1430,95,2,3117222
2014-07-08,622.57,626.695,620.907,624.818,213999,1059875.44,407260.8284,164.56872,4527888855,1059875.44,12996048.02,4.131659783,329,1319.160015,17,538.1217912,145.5403986,0.591796953,1319.160015,17410.32237,16091.16235,326278.5841,127969.7891,141956.2063,1.10929468,1.787787742,453929,566663,280324,207042,99460,13350,1429,95,2,3120096
2014-07-09,625.221,626.998,622.596,624.509,184675,6531630.877,7913963.518,127.1712337,4538396846,6531630.877,13000198.03,3.995092404,431,255.1605737,36,538.4474283,145.8759329,0.593570782,255.1605737,22014.63335,21759.47278,408402.0489,156112.4351,215876.207,1.382825185,1.786933608,454814,569201,279436,207106,99659,13342,1428,98,2,3125814
2014-07-10,624.826,626.116,612.346,616.762,171163,2981734.618,2108036.358,170.1665098,4542813184,2981734.618,13003924.17,5.959963341,586,-650.3467152,24,539.0637004,146.5895426,0.588399546,-650.3467152,20213.57386,20863.92057,455453.3756,249042.4697,155562.7289,0.624643376,1.768588015,455359,570852,279374,207473,99631,13326,1429,98,2,3129329
2014-07-11,616.662,632.086,615.769,632.003,170481,1250980.475,1055745.008,162.1241208,4546295705,1250980.475,13007824.18,4.620435318,398,316.8687651,13,539.8057631,147.3598257,0.590659115,316.8687651,20464.60323,20147.73446,370714.7952,124280.9202,197838.2046,1.591863049,1.781150023,456027,572827,278781,207750,99687,13366,1427,97,2,3131752
2014-07-12,631.881,636.658,626.982,633.713,153829,1804632.544,1273211.531,181.5562344,4550047508,1804632.544,13011749.2,5.620043504,464,-15.83553096,10,540.5040925,148.0785653,0.590359245,-15.83553096,16658.07245,16673.90798,402776.5655,174005.3229,190830.5318,1.096693645,1.807012008,456727,574130,279331,207946,99765,13390,1424,99,2,3139691
2014-07-13,634.217,634.727,624.909,626.497,188377,1106055.469,1040188.886,188.8941111,4553601751,1106055.469,13015749.22,6.111327565,517,1900.104106,7,541.2528543,148.86448,0.604776315,1900.104106,18364.85967,16464.75557,421101.0418,209931.7265,165749.9804,0.789542311,1.801701008,460301,575338,278809,207865,99748,13386,1425,99,2,3150021
2014-07-14,626.562,627.342,617.322,619.315,162405,1743070.165,358565.65,163.6305775,4556059198,1743070.165,13019124.4,5.603439094,581,-566.6745054,43,541.9785199,149.6151862,0.600266891,-566.6745054,21372.88049,21939.555,445832.7519,228883.2769,180629.1311,0.789175747,1.779264619,462471,575870,280540,208440,99816,13374,1424,99,2,3155816
2014-07-15,619.996,625.141,619.635,621.586,179076,1819902.626,1455811.152,160.1148672,4559989958,1819902.626,13023099.9,6.375568069,746,-1240.375314,30,542.6731632,150.3366314,0.590559236,-1240.375314,20276.03471,21516.41003,518563.0875,205819.4186,250337.63,1.21629743,1.776807621,460833,578482,282135,208730,99845,13381,1427,99,2,3160743
2014-07-16,622.013,623.092,615.325,616.8,167265,1475336.422,599305.3946,140.6783073,4562818611,1475336.422,13026699.92,5.448720479,720,1117.151666,33,543.4098089,151.1004057,0.598971894,1117.151666,26910.91057,25793.75891,504547.2043,225890.5668,192510.9418,0.852230992,1.769705847,462092,581337,283162,208823,99805,13374,1435,98,2,3167960
2014-07-17,616.539,626.29,608.399,623.089,175058,3276846.827,2129261.499,158.8920953,4567609829,3276846.827,13031000.21,4.934119632,510,-555.7526786,27,543.9788598,151.6642901,0.594509388,-555.7526786,25036.7369,25592.48957,404655.2085,187875.2866,161312.8579,0.858616697,1.769323718,462329,580465,283558,208918,99995,13367,1439,97,2,3169545
2014-07-18,622.369,629.213,620.472,628.779,170489,2900508.59,1792648.285,150.4808319,4572086858,2900508.59,13035304.65,5.059193497,578,1019.88382,46,544.5765514,152.2840129,0.602137103,1019.88382,20861.31855,19841.43473,438249.3618,156868.3762,226895.7625,1.446408562,1.781053,462052,577160,281996,209073,99923,13398,1437,97,2,3166850
2014-07-19,629.166,629.166,624.597,628.515,151902,3843406.686,-616358.5772,171.1389659,4574246727,3843406.686,13039729.84,3.146955561,197,-901.8957081,12,545.0968252,152.6936841,0.595016236,-901.8957081,13282.34417,14184.23987,239778.5339,100921.0534,119029.9841,1.1794366,1.786494176,464945,578751,282391,208847,99892,13384,1442,97,2,3173529
2014-07-20,628.559,628.559,622.775,623.9,187528,2230548.649,939028.5594,210.6712154,4577609212,2230548.649,13043606.21,3.902674033,243,-597.9405215,13,545.7636817,153.3364051,0.590255243,-597.9405215,10353.14325,10951.08377,241632.1716,111880.8729,93417.9211,0.834976692,1.77600453,468239,581093,284361,209180,100092,13382,1440,97,2,3188335
2014-07-21,623.95,624.09,619.109,622.211,164079,4647972.566,3228238.096,126.7774462,4583244754,4647972.566,13047481.37,3.551258976,321,925.4825204,32,546.2451992,153.7330372,0.597173121,925.4825204,26140.81814,25215.33562,365482.8736,173001.7102,155641.7746,0.899654543,1.768264442,468237,580452,283099,209407,100189,13407,1441,97,2,3187913
2014-07-22,622.273,624.298,620.957,621.551,166593,2521835.336,1151824.223,148.2755181,4586606375,2521835.336,13051031.46,3.475804576,218,-3655.493222,8,546.9032442,154.4156382,0.569001457,-3655.493222,26069.24473,29724.73795,305936.1076,131098.101,137399.2382,1.048064291,1.768861941,468050,581825,283008,209150,100060,13401,1439,97,2,3190668
2014-07-23,621.123,624.431,618.293,619.415,176755,7222334.6,4435098.329,153.1034245,4593314040,7222334.6,13054681.84,3.888057917,264,295.0873265,42,547.1969357,154.9581016,0.571102746,295.0873265,21772.82619,21477.73886,331523.3426,145894.2803,145868.807,0.999825399,1.764996997,467297,584090,284150,209194,99961,13406,1443,97,2,3196054
2014-07-24,619.496,620.429,595.566,601.733,177618,3935445.157,84810.76458,130.5050567,4595589016,3935445.157,13058257.37,4.699913442,451,211.6623829,34,547.7455996,155.5940043,0.572567284,211.6623829,26952.15783,26740.49545,470270.5084,275627.7481,132980.0703,0.482462565,1.733847724,469697,585512,280612,209210,100164,13413,1442,97,2,3198129
2014-07-25,601.512,607.065,597.226,601.089,176865,2434362.639,250417.47,144.2606197,4598290754,2434362.639,13062332.64,4.79247167,383,-354.7498153,27,548.3881965,156.233394,0.56967283,-354.7498153,21793.37686,22148.12668,433942.8129,195913.2873,155221.2168,0.792295505,1.708926083,470777,586196,280864,209137,100115,13419,1443,97,2,3201735
2014-07-26,601.542,602.088,593.964,595.813,138514,1877998.945,-259549.9328,218.3849737,4600030408,1877998.945,13065683.11,4.399354007,217,-237.7001689,25,549.1037088,156.9619994,0.567707484,-237.7001689,14618.28722,14855.98739,263207.511,135457.0199,93575.41393,0.690812584,1.691601903,471055,587157,281493,209290,100150,13438,1441,97,2,3206201
2014-07-27,595.672,598.942,593.43,593.852,183878,3520637.158,2319131.957,228.938963,4604629280,3520637.158,13069508.46,3.539998089,111,-2075.996849,27,549.6734839,157.6401104,0.551657042,-2075.996849,14283.94089,16359.93774,202088.9514,86661.5355,91179.04713,1.05212822,1.687593046,472523,588213,282034,209335,100186,13436,1445,97,2,3214954
2014-07-28,594.137,594.573,575.185,585.691,174436,4328278.141,-336563.7577,138.670637,4606484360,4328278.141,13073258.84,4.559059525,474,800.8551884,29,550.1845699,158.2664224,0.557624686,800.8551884,29045.17195,28244.31676,429808.116,206932.3434,128032.6786,0.618717579,1.659491004,473969,588051,282550,209770,100283,13475,1441,97,2,3218054
2014-07-29,585.552,588.385,581.695,584.725,166254,3822311.005,-1075521.457,152.5007044,4607587752,3822311.005,13076983.96,5.029567219,281,-1427.802327,23,550.7354072,158.7588267,0.546547414,-1427.802327,19319.10983,20746.91216,431286.9904,197108.206,149597.4408,0.758960999,1.657958563,475542,589211,283513,209745,100295,13482,1449,97,2,3223097
2014-07-30,584.742,585.122,564.896,567.293,182561,2196431.969,-841002.5634,158.2354929,4609236529,2196431.969,13081284.26,4.287496653,187,1859.106674,22,551.3862898,159.4666479,0.560579707,1859.106674,24288.58527,22429.47859,354446.1578,189452.5945,81203.7337,0.42862297,1.63459565,475705,589774,284777,209900,100403,13467,1445,97,2,3226518
2014-07-31,567.368,586.235,564.511,586.235,180415,3358399.115,1743168.009,155.02441,4613199024,3358399.115,13085135.52,3.937591032,239,-1390.488593,33,551.9671974,160.0923758,0.549788222,-1390.488593,25850.63779,27241.12638,332359.9959,117887.909,147057.0628,1.247431259,1.635948912,475394,586417,282544,210074,100264,13487,1446,98,2,3222765
2014-08-01,586.202,597.922,583.634,594.916,174619,10191427.85,-2127432.547,106.7719888,4613391048,10191427.85,13089061.04,3.15414061,282,636.673616,25,552.0228808,159.7458892,0.554487506,636.673616,25290.55481,24653.8812,386662.6393,118055.6623,198115.0134,1.678149184,1.676095583,476177,587921,283180,209941,100210,13500,1449,96,3,3228289
2014-08-02,594.898,594.91,586.155,589.333,142018,2490964.037,1262749.789,182.3800548,4617060356,2490964.037,13093137.31,4.325246113,216,156.5456459,8,552.6606109,160.4378122,0.555510499,156.5456459,16291.16699,16134.62134,310511.1539,128341.8678,92707.2799,0.722346351,1.675015605,477037,589070,283581,210112,100231,13492,1448,97,3,3231769
2014-08-03,588.893,589.151,581.65,586.666,171113,2212074.724,-619848.719,202.2759659,4618697106,2212074.724,13096991.54,5.660274802,254,-604.2599645,17,553.3289308,161.131776,0.550733292,-604.2599645,12153.06606,12757.32602,366492.2368,175540.7268,100652.8605,0.573387512,1.659864938,480798,590948,284703,210450,100301,13488,1450,97,3,3242445
2014-08-04,586.233,591.946,583.74,588.782,175560,7056083.883,4370820.333,115.1442473,4624947115,7056083.883,13100191.75,2.836203555,205,-835.0557965,68,553.6550149,161.5223068,0.544224382,-835.0557965,20532.34809,21367.40389,322680.5619,140626.3482,144176.7504,1.025247063,1.670050733,482526,579941,285405,210186,100236,13446,1457,97,3,3234741
2014-08-05,589.011,589.865,584.102,585.436,199302,25203820.54,27809440,71.6116046,4654737099,25203820.54,13103566.78,2.876624017,463,-1711.963347,25,552.588857,160.1894423,0.531019351,-1711.963347,33754.94902,35466.91237,526367.6904,213362.9754,234747.669,1.100226825,1.649288654,482669,583266,286109,210191,100259,13637,1441,97,3,3241747
2014-08-06,585.952,587.486,583.098,584.653,204093,4018714.011,981569.1669,125.2689299,4658118837,4018714.011,13107666.91,3.264921274,219,2020.533591,28,553.109254,160.7531865,0.546268142,2020.533591,22108.25813,20087.72454,341629.0104,157869.0078,133298.7546,0.844363035,1.642474385,483568,584566,285988,209633,100192,13630,1447,96,3,3245136
2014-08-07,584.646,591.104,584.052,588.869,179491,4016318.757,1409233.799,148.7677984,4661876480,4016318.757,13111667.03,4.009617015,172,-2624.17299,32,553.6340412,161.3006635,0.526087435,-2624.17299,15029.23817,17653.41116,353388.0571,133688.6701,171979.4424,1.286417483,1.651977442,484869,585158,283089,209671,100128,13618,1446,98,3,3245744
2014-08-08,588.875,598.116,588.791,592.577,173752,1953987.862,924795.5397,184.7680053,4665129755,1953987.862,13115592.64,3.976054888,197,362.9929183,40,554.3191993,162.0186424,0.528697612,362.9929183,15298.33097,14935.33805,282236.7224,105058.2837,126101.4058,1.200299504,1.664962636,487049,585626,282122,209906,100202,13622,1446,98,3,3248914
2014-08-09,592.47,592.47,587.633,589.372,151424,2691759.664,1660064.064,210.2620364,4669486764,2691759.664,13120167.89,4.943466442,159,1410.997804,13,554.9205547,162.7135319,0.539267659,1410.997804,15277.54903,13866.55123,308467.9993,121656.8452,119256.861,0.980272509,1.651960854,488345,586410,283009,210029,100285,13628,1446,98,3,3253897
2014-08-10,589.172,594.46,587.942,591.061,199425,2043341.622,1124789.814,200.0039526,4673224455,2043341.622,13124593.94,4.713036074,222,-611.9252691,22,555.5775535,163.4192154,0.534423368,-611.9252691,18896.49951,19508.42478,309277.3113,112357.575,132094.1727,1.175658809,1.654621919,490892,583563,283938,210301,100250,13633,1450,97,3,3260648
2014-08-11,591.282,591.507,574.051,576.368,196047,2211369.889,173812.7056,148.769867,4676061971,2211369.889,13129144.07,5.438769812,328,157.5254635,30,556.216389,164.1506921,0.53543797,157.5254635,26058.23426,25900.7088,479978.8685,234092.7999,146201.0354,0.624543068,1.642539708,490231,585261,285250,210756,100219,13623,1450,97,3,3265379
2014-08-12,576.512,576.948,566.595,569.642,200259,3268801.236,273861.9016,158.7084115,4678817707,3268801.236,13133494.18,7.722834939,464,757.9422626,33,556.7831039,164.7667615,0.541031721,757.9422626,26459.07939,25701.13713,639082.7477,245527.7,187423.716,0.763350595,1.600532571,490871,587971,286523,210678,100305,13617,1449,97,3,3271668
2014-08-13,570.377,573.033,532.667,546.658,197200,4811404.038,-2144986.603,119.1874433,4678676665,4811404.038,13137119.72,5.729883173,446,-531.6288127,20,557.2630683,165.3608387,0.536835654,-531.6288127,34681.3656,35212.99441,631561.1705,296641.2068,147898.8084,0.498578097,1.551011271,493244,590420,285397,210572,100404,13615,1450,97,3,3275954
2014-08-14,546.181,546.244,498.725,505.974,198093,4017504.029,-6217148.326,113.1698785,4674796823,4017504.029,13141619.96,5.590527798,338,-589.353569,21,557.7663569,166.0955312,0.532167201,-589.353569,42334.85831,42924.21188,649188.5706,331650.4078,160013.7793,0.482477258,1.464914977,494943,587703,285318,210649,100335,13634,1455,97,3,3275986
2014-08-15,511.138,518.179,487.926,497.01,194465,4373514.626,-3440827.157,113.1244696,4673443146,4373514.626,13145745.15,5.707970658,358,1570.632331,10,558.2584696,166.8201981,0.543948043,1570.632331,28810.03711,27239.40478,663300.5912,309640.4792,234113.9881,0.756083277,1.430662767,494004,585647,284518,210650,100510,13589,1459,96,3,3274612
2014-08-16,497.826,521.475,487.744,519.708,182920,2625239.774,-812750.029,163.3955412,4674608856,2625239.774,13149698.77,6.988843955,319,-730.828734,15,558.8908349,167.6549018,0.538226738,-730.828734,26545.65405,27276.48278,562446.148,224620.9022,245994.0881,1.095152257,1.416763497,494004,586658,284755,210767,100542,13587,1456,96,3,3274285
2014-08-17,519.142,520.19,483.626,491.795,200723,3293312.404,-238470.6752,169.7736188,4676505702,3293312.404,13153949.69,5.270460194,362,3292.616864,14,559.4596955,168.4409631,0.563084212,3292.616864,29480.01904,26187.40218,408351.8318,224771.639,151510.1693,0.674062662,1.420766049,496037,587307,285292,211132,100594,13593,1463,96,3,3288622
2014-08-18,491.507,499.37,443.851,461.46,194386,5571259.201,-11502998.86,87.20571569,4667335088,5571259.201,13158900.18,5.711085258,703,-1387.30593,39,559.8256448,169.2886623,0.55232966,-1387.30593,43349.98325,44737.28918,861773.798,444624.469,261817.7154,0.588851342,1.343696343,495113,587958,287068,211181,100830,13569,1461,95,3,3294580
2014-08-19,461.48,485.71,455.539,485.245,187498,3374809.401,-1530188.006,123.6614764,4668001346,3374809.401,13163551.34,5.035127564,331,-66.88554304,45,560.3712992,169.9987167,0.551626376,-66.88554304,34193.1871,34260.07264,535980.6634,193051.2054,249495.7104,1.292381003,1.349536449,494785,589895,289470,211766,100880,13577,1462,95,3,3299391
2014-08-20,485.072,518.285,467.511,511.98,187301,2207733.832,219922.537,137.0271175,4670336749,2207733.832,13167777.03,5.040928307,301,2139.292036,15,561.0236418,170.7724408,0.56769577,2139.292036,35933.14701,33793.85497,484413.7508,163152.1109,233078.8155,1.428598222,1.394690594,496975,592959,292010,212289,100881,13588,1460,95,3,3308547
2014-08-21,510.449,531.9,510.449,517.237,193848,8119918.582,-747221.0485,108.3804289,4671733947,8119918.582,13171902.46,5.674720109,403,-293.1704297,35,561.231312,170.8837071,0.56529224,-293.1704297,25378.73425,25671.90468,689671.1934,253665.6234,324215.5126,1.2781216,1.472017205,498253,594344,292122,212496,100987,13554,1457,95,3,3316112
2014-08-22,517.581,521.479,501.275,514.043,182544,4395711.76,286185.0379,120.5906843,4674032559,4395711.76,13175827.77,28.33997164,376,1572.119159,46,561.7303473,171.6014775,0.577055672,1572.119159,25363.54668,23791.42752,3096446.359,579216.397,466028.3304,0.804584147,1.45234927,498818,596119,292389,212755,101015,13575,1458,94,3,3321216
2014-08-23,513.394,514.299,492.114,498.075,150739,6622271.521,1202674.842,142.3439846,4677272432,6622271.521,13179878.03,6.180529364,175,-133.9936039,43,562.0551135,172.0821052,0.575861699,-133.9936039,14551.31277,14685.30638,572266.0031,261696.2662,216371.0137,0.826802067,1.42534628,499111,597997,292002,212770,101102,13582,1462,94,3,3325125
2014-08-24,498.285,512.888,497.351,508.286,206398,1800394.711,-356914.0927,197.4957309,4678781750,1800394.711,13183528.18,4.946220063,65,535.192663,24,562.7628007,172.8929629,0.579761807,535.192663,20574.78207,20039.5894,330177.4234,139687.1779,109075.9051,0.780858392,1.428101967,501877,598787,292376,212814,101160,13576,1461,94,3,3335129
2014-08-25,508.22,508.22,499.233,502.496,180429,6744939.318,537928.4925,135.610277,4681043411,6744939.318,13186954.96,8.805733144,190,-1139.965399,18,563.1049428,173.2944755,0.570966504,-1139.965399,45997.61337,47137.57877,856283.2322,268158.3595,341031.2032,1.271753019,1.422555834,501743,600131,293656,212920,101179,13597,1454,95,3,3338251
2014-08-26,502.544,512.688,502.544,511.57,190233,3494450.336,1104251.15,137.6925206,4684345775,3494450.336,13191280.5,17.39464839,311,789.5866438,31,563.655222,173.9599645,0.57676495,789.5866438,26461.37875,25671.7921,1666449.891,331753.7814,449160.2563,1.353896418,1.433121165,503564,602402,295960,213057,101229,13607,1451,95,3,3345026
2014-08-27,512.189,520.709,510.922,511.153,188383,2295688.298,-469025.1318,125.7254358,4686050829,2295688.298,13195505.85,13.13391349,394,-506.8377058,20,564.3005888,174.66608,0.572739278,-506.8377058,33323.50248,33830.34018,1378469.131,280239.2719,402979.4058,1.437983346,1.453692403,504891,601853,295353,212343,101149,13601,1452,96,3,3344639
2014-08-28,510.884,516.157,506.877,507.815,193250,10808644.51,-19914585.17,50.02155067,4668347439,10808644.51,13199832.35,2.513636223,315,-2695.421143,30,564.296617,174.9573526,0.552131438,-2695.421143,34375.14444,37070.56558,663305.6411,407369.1554,193474.3001,0.474936056,1.443435805,505044,603949,296224,212724,101201,13616,1452,95,3,3353038
2014-08-29,508.425,511.695,503.817,508.517,166052,9822413.04,-2714038.071,108.0775989,4667791629,9822413.04,13204082.43,4.504982983,284,-760.1383698,18,564.370929,174.8741816,0.546196864,-760.1383698,21551.45695,22311.59532,550383.8657,265525.3471,222741.9327,0.838872579,1.438271622,505034,605934,297384,212745,99587,13742,1460,95,3,3356017
2014-08-30,508.59,509.308,501.636,504.249,166222,2157033.094,-402670.3087,173.3753283,4669685169,2157033.094,13208632.74,6.133830049,146,8.09079208,30,565.0130181,175.6400119,0.546069951,8.09079208,15461.45059,15453.3598,467307.0222,246272.8057,160026.426,0.649793328,1.428303344,507162,605858,296573,212917,99676,13743,1448,95,3,3359207
2014-08-31,502.905,504.879,474.814,477.763,191439,3052394.511,-562069.2793,188.8866301,4671422881,3052394.511,13213332.86,6.213373743,157,2589.707153,9,565.5808456,176.4597784,0.5654749,2589.707153,20915.93523,18326.22808,434648.9499,280580.1332,108076.3593,0.385188923,1.393049892,510941,607705,297887,213150,99720,13760,1450,94,3,3371011
2014-09-01,477.787,485.306,471.91,474.879,191794,4640506.006,-2848044.562,134.5201678,4670205057,4640506.006,13216733.02,5.92147186,243,523.7705659,29,566.0841031,177.031573,0.569292372,523.7705659,52695.80804,52172.03747,581790.1801,266628.0397,219678.0386,0.823911989,1.363379858,512573,609724,299329,213579,99847,13743,1455,94,3,3383040
2014-09-02,474.475,482.988,472.324,477.426,189175,4236463.211,-3997872.51,125.0178412,4667963941,4236463.211,13220408.46,4.379900994,219,-467.1662461,53,566.6061356,177.6317069,0.565600452,-467.1662461,30919.1857,31386.35194,463166.5337,197443.9215,196005.8808,0.992716713,1.355081349,512858,609859,298803,213832,99765,13748,1452,94,3,3381629
2014-09-03,476.871,481.712,476.208,477.586,172500,3404440.144,-978248.9855,144.4366099,4669007953,3404440.144,13224634.38,4.202446022,267,-499.4366893,40,567.1674826,178.3822014,0.561643149,-499.4366893,28084.85893,28584.29562,384776.4926,189778.9633,147979.5722,0.779746973,1.35265834,513298,611652,299305,213872,99762,13736,1452,94,3,3386054
2014-09-04,477.68,493.928,477.086,489.66,179387,4962842.097,864697.6441,158.7219153,4671782926,4962842.097,13228585.23,4.284449853,153,-195.0185907,56,567.6227887,179.0759434,0.560001213,-195.0185907,31887.30152,32082.32011,357084.9678,112070.2063,172053.1264,1.535226285,1.366205366,514022,613437,300376,214089,99778,13751,1450,94,3,3393266
2014-09-05,489.665,490.643,481.609,483.342,184251,5764111.647,901677.4335,139.372634,4674450815,5764111.647,13232211.28,3.824823425,169,702.7909512,67,568.0314971,179.7275245,0.565158976,702.7909512,31111.96849,30409.17754,363133.4949,156724.839,121436.559,0.774839265,1.377061605,516130,613507,299181,214022,99760,13727,1452,94,3,3400673
2014-09-06,483.341,488.595,482.998,484.83,156312,9201238.631,3029329.878,164.2555706,4679653166,9201238.631,13236687.18,3.13063326,73,2295.479968,25,568.1441163,180.2815227,0.582309669,2295.479968,22949.03673,20653.55676,252284.9788,98581.52589,99987.76261,1.014264708,1.367884365,517965,615291,300910,213833,99769,13739,1449,94,3,3408688
2014-09-07,485.129,488.066,482.278,482.278,234682,4457409.396,-373729.7413,176.8957874,4681164354,4457409.396,13240568.01,3.57634825,132,48.95598576,28,568.640799,180.8953254,0.582508737,48.95598576,18332.60326,18283.64727,267688.0152,116229.3291,111475.4232,0.959098913,1.366968369,522254,616165,301520,213849,99814,13754,1450,94,3,3435249
2014-09-08,481.811,489.834,468.79,474.6,193153,2089520.73,-1665307.589,148.9093376,4681212103,2089520.73,13244169.4,4.774545544,230,2676.873879,51,569.3282771,181.7060535,0.602562074,2676.873879,30152.99528,27476.1214,424653.6248,220608.1639,137286.0199,0.622307069,1.344176499,522094,617963,304185,214413,99850,13775,1448,94,3,3440395
2014-09-09,474.88,477.377,467.778,475.26,233694,10319639.26,-3907616.711,109.7727427,4679029136,10319639.26,13247823.78,3.472902646,176,971.7091135,33,569.3921236,181.9189874,0.609730726,971.7091135,30209.33644,29237.62733,419124.1026,195218.1625,152211.185,0.779697867,1.338075635,523122,591420,301610,214245,99812,13781,1446,95,3,3415291
2014-09-10,475.484,487.468,475.145,479.359,229115,4281357.174,-285080.8474,137.9031479,4680632783,4281357.174,13251749.01,3.87898931,167,-1600.505854,35,569.9002411,182.5445948,0.597472429,-1600.505854,29100.62134,30701.12719,372749.9593,129262.5883,179774.791,1.39077202,1.361274774,523144,547089,301552,214375,99948,13794,1443,95,3,3376663
2014-09-11,479.617,482.351,474.61,479.749,173951,3302513.444,-927076.6682,143.5565894,4682169012,3302513.444,13255999.05,3.509795103,120,-410.1302448,22,570.4682147,183.3125925,0.59418695,-410.1302448,32583.23154,32993.36179,324094.0784,160806.0694,112108.2284,0.697164161,1.354696036,524220,549538,301783,214700,99860,13806,1443,95,3,3384587
2014-09-12,479.582,479.628,473.009,477.753,168291,3804401.41,-3142609.767,148.8366544,4680861888,3804401.41,13259849.07,3.902063699,139,963.535273,19,571.0155202,183.8943169,0.601280997,963.535273,32714.10242,31750.56715,347634.6329,152420.7161,126267.4308,0.828413841,1.347586022,524683,553667,303421,215124,100105,13808,1440,96,3,3392910
2014-09-13,477.793,482.117,475.098,479.002,154062,1483173.088,-273097.5718,225.5631481,4682755686,1483173.088,13264376.47,4.050312384,77,-1060.343784,12,571.7086356,184.702107,0.593081869,-1060.343784,18796.88616,19857.22995,238181.0537,93473.41555,98511.6039,1.053899692,1.352546995,527032,555795,303277,215110,100063,13830,1440,96,3,3400566
2014-09-14,479.117,479.853,476.119,477.892,238606,1872098.459,34955.77282,204.2687459,4684680304,1872098.459,13268328.02,4.37511443,126,1176.866686,9,572.3971299,185.494493,0.601775002,1176.866686,31377.58691,30200.72022,284186.6637,127571.0271,98023.07621,0.768380395,1.352601272,531956,557789,301921,215481,100122,13843,1439,96,3,3420470
2014-09-15,477.765,478.62,474.022,475.371,192833,5064299.954,-1449161.064,147.9367353,4685115271,5064299.954,13272278.75,3.758189504,117,-685.0672695,28,572.8450183,185.97911,0.596434253,-685.0672695,30328.72629,31013.79355,337169.3894,149090.4065,117015.9891,0.784865988,1.347892999,532423,559760,301321,215564,100195,13829,1438,96,3,3422095
2014-09-16,474.862,475.642,465.128,466.057,220196,2525845.455,-1871015.628,156.4607401,4685260056,2525845.455,13276554.51,3.973612627,84,-885.0360519,42,573.4701147,186.710884,0.589576209,-885.0360519,29527.19778,30412.23383,337182.8907,204283.0475,69827.58614,0.341817821,1.332675924,533880,563318,301889,215750,100203,13825,1436,96,3,3427679
2014-09-17,465.864,468.174,452.422,457.334,193640,4095254.506,-977022.7892,141.3931742,4686429590,4095254.506,13281207.68,4.001887068,177,2571.137473,10,573.9606708,187.4085246,0.60872886,2571.137473,30748.81164,28177.67417,375901.408,219985.1965,102387.674,0.465429836,1.303117296,533600,566088,302990,215519,100275,13811,1438,96,3,3432154
2014-09-18,456.86,456.86,413.104,424.44,193248,6458042.087,-7862774.984,100.2338073,4680540987,6458042.087,13285682.85,4.015953248,308,3317.595446,44,574.2810804,188.1017209,0.633495027,3317.595446,51881.31505,48563.7196,532302.2506,323214.9131,125098.5293,0.387044422,1.252766807,534318,568719,304651,215799,100315,13805,1434,96,3,3439664
2014-09-19,424.103,427.835,384.532,394.796,170426,5327532.744,-10059787.53,87.50829083,4672217824,5327532.744,13289958.08,3.771567188,221,-522.3853209,23,574.6953102,188.967615,0.629360556,-522.3853209,61454.94794,61977.33327,572791.0963,318851.6744,159513.9833,0.500276449,1.159613194,534271,571184,306560,215749,100246,13805,1437,96,3,3445526
2014-09-20,394.673,423.296,389.883,408.904,168987,13572433.1,-9430426.964,102.9151593,4664595985,13572433.1,13294358.22,4.573660094,288,-373.8437268,12,574.484006,188.679907,0.626340199,-373.8437268,31722.51833,32096.36206,590815.5424,295064.3555,220770.5612,0.748211558,1.176517868,534873,572462,304369,216036,100206,13841,1436,96,3,3446954
2014-09-21,408.085,412.426,393.181,398.821,204086,4467343.948,-2623090.991,155.1199238,4663618768,4467343.948,13298458.42,7.981894213,310,966.352263,4,574.9707959,189.4536277,0.633413759,966.352263,40306.63697,39340.28471,684289.1981,227466.9955,167520.9265,0.736462563,1.150291512,538061,575589,304879,216325,100213,13816,1436,96,3,3463262
2014-09-22,399.1,406.916,397.13,402.152,205217,1945305.215,-3373178.077,141.9866303,4661956646,1945305.215,13302658.69,3.948603537,125,-2247.924678,39,575.6428446,190.3183017,0.616315439,-2247.924678,36242.13332,38490.058,369942.7547,163473.6193,149444.6095,0.914181812,1.145231941,538362,577198,306423,216507,100198,13811,1440,96,3,3464067
